id,numerozona,nomezona,numeromuni,nomemunici,numdistrit,nomedistri,area_ha_2,nome,domicilios,familias,populacao,matriculas,empregos,automoveis,viagens_produzidas,viagens_atraidas,renda_total,renda_media_familiar,renda_per_capita,renda_mediana_familiar,nenhum_auto,1_auto,2_auto,3_ou_mais_auto,total_familias,area_arbor,area_arb_1,indicador_massa_arborea,centroid_lat,centroid_long
94,94,Água Branca,36,São Paulo,6,Barra Funda,"71,11",Água Branca,1660,1660,3993,4180,19561,1300,53823,53673,11198136,6746,2804,5224,595,859,206,0,1660,"11,0781365261622",110781,"0,155788729098048","-23,5265014023237","-46,6777342391074"
103,103,Gavião Peixoto,36,São Paulo,48,Lapa,"68,96",Gavião Peixoto,889,889,2622,1713,2922,875,11489,11593,6686242,7521,2550,6400,203,525,154,7,889,"24,9624373514696",249624,"0,361984300340336","-23,5221116017482","-46,7173711046202"
112,112,Jardim Mutinga,36,São Paulo,73,São Domingos,"411,97",Jardim Mutinga,11058,11058,35152,5570,13884,6008,58622,57527,30961190,2800,881,2000,5902,4441,716,0,11058,"136,779058714423",1367791,"0,332012182232743","-23,4847497781612","-46,7591280121323"
340,340,Butantã,36,São Paulo,12,Butantã,"207,11",Butantã,2847,3066,7738,1836,13603,3096,39506,39510,27423547,8945,3544,6000,941,1348,634,144,3066,"58,8632297789857",588632,"0,284212398141016","-23,5699275424423","-46,710300836003"
223,223,Fazenda Caguaçu,36,São Paulo,58,Parque do Carmo,"439,53",Fazenda Caguaçu,8356,8356,26492,3371,10752,5114,42056,41062,21700095,2597,819,2500,3920,3874,563,0,8356,"227,102994590162",2271030,"0,516695093827866","-23,5713838087945","-46,4513062520303"
131,131,Tietê,36,São Paulo,71,Santana,"78,6",Tietê,433,433,1227,4405,10907,239,32353,32060,1765434,4077,1439,3400,220,185,28,0,433,"16,5323163465459",165323,"0,210334813569287","-23,5156329911793","-46,6247750020984"
115,115,Nova Jaragué,36,São Paulo,41,Jaragué,"777,78",Nova Jaraguá,15147,15147,49094,13205,12785,7319,69992,69930,36485876,2409,743,2000,9335,4397,1039,376,15147,"425,719200949201",4257192,"0,547351694501274","-23,4491462590808","-46,7518847996635"
116,116,Parada de Taipas,36,São Paulo,41,Jaragué,"1553,24",Parada de Taipas,49541,49990,157907,42259,32183,26621,240275,239599,134950389,2700,855,2453,26727,20736,2295,231,49990,"722,209695906535",7222097,"0,464969802417228","-23,4387309468902","-46,7253581844568"
279,279,Vila Missionária,36,São Paulo,22,Cidade Ademar,"295,4",Vila Missionária,26669,27460,83502,8626,17839,7936,102021,101768,63337345,2307,759,2202,20045,7073,342,0,27460,"23,457155002276",234572,"0,079408107658348","-23,6825570123011","-46,6606077606206"
121,121,Jardim Damasceno,36,São Paulo,11,Brasilândia,"573,73",Jardim Damasceno,27338,27338,90273,14285,15691,12058,94657,94615,72969656,2669,808,2500,15816,10833,344,344,27338,"265,347492561392",2653475,"0,462495411711767","-23,4493400586852","-46,687324163868"
332,332,Jardim João XXIII,36,São Paulo,66,Raposo Tavares,"467,65",Jardim João XXIII,13702,13883,43732,13015,13304,9738,81663,81806,44323733,3193,1014,2589,6561,5705,1038,580,13883,"179,626498292519",1796265,"0,384104561728898","-23,5966710508704","-46,7949211712601"
125,125,Vila Morro Grande,36,São Paulo,29,Freguesia do Ó,"413,07",Vila Morro Grande,17246,17573,52600,11264,12370,9401,80135,80144,50875365,2895,967,2600,8457,8604,349,163,17573,"108,099006365136",1080990,"0,261696580156236","-23,475229124834","-46,7039490668319"
124,124,Brasilândia,36,São Paulo,11,Brasilândia,"318,28",Brasilândia,21393,21393,64866,20521,17658,12274,128769,130234,66553909,3111,1026,2700,9617,11274,503,0,21393,"23,1528805290353",231529,"0,072743749305754","-23,4715548086561","-46,6825074909418"
10,10,Canindé,36,São Paulo,57,Pari,"82,61",Canindé,467,467,1619,7048,6713,134,23890,24030,1026509,2198,634,2324,336,131,0,0,467,"24,1415874983027",241416,"0,292235655469104","-23,5232219011064","-46,6212961961015"
321,321,Jardim Vitória Régia,36,São Paulo,85,Vila Andrade,"370,18",Jardim Vitória Régia,15862,15862,42795,8125,23345,24226,100031,99828,177604346,11197,4150,10541,2192,6426,5158,2086,15862,"207,353548489468",2073535,"0,560142494163565","-23,6326567692564","-46,7283769507916"
67,67,Vila Nova Conceição,36,São Paulo,53,Moema,"112,48",Vila Nova Conceição,4445,4445,10574,1151,8765,4642,32705,32633,40838065,9187,3862,8047,975,2270,1200,0,4445,"38,3262235641926",383262,"0,340738118458327","-23,5890383963675","-46,6678696100595"
249,249,Água Funda,36,São Paulo,27,Cursino,"276,3",Água Funda,15186,15186,46815,4704,14681,8359,64729,64766,43017798,2833,919,2500,7920,6076,1190,0,15186,"26,7524150456483",267524,"0,096823796763114","-23,6314827512702","-46,6201214326368"
239,239,Vila São José,36,São Paulo,33,Ipiranga,"177,55",Vila São José,5668,5668,15480,16019,17557,4735,80949,81207,26593592,4692,1718,3580,1726,3363,472,107,5668,"35,0925554834328",350926,"0,197648862199002","-23,58989528915","-46,6133178920042"
147,147,Parque Palmas do Tremembé,36,São Paulo,83,Tremembé,"407,03",Parque Palmas do Tremembé,10874,10874,33902,4625,13311,8915,73489,72374,44642901,4105,1317,3391,4272,4740,1613,249,10874,"198,751640753753",1987516,"0,488297277236942","-23,4505716588187","-46,608860690041"
160,160,Jardim Japão,36,São Paulo,91,Vila Maria,"396,23",Jardim Japão,17245,17245,50672,6996,12697,11537,55473,53498,64733583,3754,1278,3000,7865,8057,749,574,17245,"44,7433947257611",447434,"0,112922784054113","-23,5046896613339","-46,5819982835637"
141,141,Cachoeirinha,36,São Paulo,13,Cachoeirinha,"478,58",Cachoeirinha,26057,26621,79276,20536,21853,16038,160498,160705,96202633,3614,1214,3573,13133,10961,2527,0,26621,"81,4708739778481",814709,"0,170234598140014","-23,4717555945035","-46,6591979580991"
142,142,Jardim Peri,36,São Paulo,13,Cachoeirinha,"443,68",Jardim Peri,20266,20266,66324,6352,17674,10024,97862,98199,53329785,2631,804,2500,11476,7782,1008,0,20266,"184,530606611321",1845306,"0,41590922874892","-23,4549542295943","-46,6641298321057"
184,184,Limoeiro,36,São Paulo,89,Vila Jacuí,"143,33",Limoeiro,7929,8241,24724,2912,4977,4528,42955,42912,25196707,3057,1019,2453,4168,3662,271,141,8241,"16,968605420582",169686,"0,118388372431326","-23,51201976135","-46,4721150435239"
283,283,Vila Sabará,36,São Paulo,16,Campo Grande,"234,56",Vila Sabará,3847,3847,10684,673,3689,2840,19202,19204,15837371,4117,1482,4000,1470,1915,402,60,3847,"100,177002511487",1001770,"0,42708476514106","-23,6893714348454","-46,686205449848"
173,173,Vila Ré,36,São Paulo,60,Penha,"208,23",Vila Ré,8982,8982,26818,4996,9021,4730,45559,45117,30053611,3346,1121,2884,5275,2790,916,0,8982,"15,2164258732489",152164,"0,073075089435955","-23,5268767239127","-46,4986321321865"
135,135,Jardim São Paulo,36,São Paulo,71,Santana,"291,23",Jardim São Paulo,13643,15632,38163,8503,17445,9480,83855,83665,78038072,4992,2045,4443,5913,8473,1132,113,15632,"44,4746724248679",444747,"0,152713224684503","-23,4890405849678","-46,6190588838657"
30,30,Higienópolis,36,São Paulo,26,Consolação,"67,81",Higienópolis,9038,9197,19455,3796,18583,7884,63115,62730,85293762,9274,4384,6843,3009,4740,1287,161,9197,"16,2421783478741",162422,"0,239524824478308","-23,5453313167332","-46,6563976693683"
70,70,Hélio Pelegrino,36,São Paulo,34,Itaim Bibi,"103,38",Hélio Pelegrino,5369,5369,11703,10184,20324,6418,54596,55146,36824375,6859,3147,5820,444,3496,1332,97,5369,"14,9425049192498",149425,"0,144539610362253","-23,6002790606346","-46,6789916722946"
301,301,Chácara Flora,36,São Paulo,72,Santo Amaro,"452,25",Chácara Flora,4266,4266,12483,4648,18234,6048,50386,49919,41141272,9644,3296,7423,376,2321,1066,502,4266,"213,077406528538",2130774,"0,471149599841986","-23,641168362037","-46,6862078136571"
28,28,São Carlos do Pinhal,36,São Paulo,7,Bela Vista,"31,03",São Carlos do Pinhal,4411,4411,9068,8922,28433,2738,76171,76772,23630676,5357,2606,4689,1948,2276,160,27,4411,"5,77568801543091",57757,"0,186132388508892","-23,5629391545948","-46,650459990596"
315,315,Parque Fernanda,36,São Paulo,19,Capão Redondo,"512,27",Parque Fernanda,39699,39864,122442,21275,31102,14758,175072,174827,106404053,2669,869,2453,26687,11765,1112,300,39864,"70,108468681195",701085,"0,136858431454497","-23,6620623197747","-46,7861423770628"
63,63,Jardim Luzitânia,36,São Paulo,53,Moema,"103,07",Jardim Luzitânia,635,635,2099,1271,12650,922,38144,37065,6326234,9963,3014,9462,45,314,247,30,635,"37,128539704879",371285,"0,360226445181712","-23,5963056593691","-46,6560322461217"
281,281,Vila São Pedro,36,São Paulo,16,Campo Grande,"312,58",Vila São Pedro,14777,14960,41022,9524,19470,15750,85019,85232,104021579,6953,2536,5224,3760,7617,2970,613,14960,"100,495682448278",1004957,"0,321503878841506","-23,6639454490865","-46,6844073594155"
41,41,Belenzinho,36,São Paulo,8,Belém,"180,11",Belenzinho,7268,7452,22051,7724,24408,4258,81301,80984,27707413,3718,1257,3200,4077,2756,428,191,7452,"12,1475736682448",121476,"0,067445303804591","-23,5404666220371","-46,5947511804433"
168,168,Chácara do Piqueri,36,São Paulo,82,Tatuapé,"198,59",Chácara do Piqueri,8579,8579,22502,7413,22159,6533,74134,74079,41632850,4853,1850,4209,3393,3823,1363,0,8579,"35,5341324543558",355341,"0,178932133815176","-23,5330563632591","-46,5765590359875"
196,196,Saudade,36,São Paulo,76,São Miguel,"207,28",Saudade,11087,11194,35990,7915,8339,4584,50956,50650,29281485,2616,814,2454,6676,3751,767,0,11194,"21,5276988882365",215277,"0,103858061020053","-23,5186301216686","-46,4373039590182"
108,108,Emissário,36,São Paulo,90,Vila Leopoldina,"190,52",Emissário,1117,1144,3451,393,15544,674,25830,26140,4103825,3586,1189,3213,551,506,87,0,1144,"55,2338011740836",552338,"0,289910776685301","-23,5220415047005","-46,739371093356"
146,146,ETA Guaraú,36,São Paulo,51,Mandaqui,"428,67",ETA Guaraú,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"404,522382770647",4045224,"0,943668516039487","-23,438227829578","-46,6433369078729"
265,265,Cidade IV Centenário,36,São Paulo,75,São Mateus,"332,58",Cidade IV Centenário,14388,14388,44247,17994,15856,8886,99937,100188,45747319,3180,1034,2000,6895,6300,1193,0,14388,"40,3344385535167",403344,"0,121277402590404","-23,5914209270308","-46,4952119192634"
250,250,Jardim da Saúde,36,São Paulo,27,Cursino,"182,94",Jardim da Saúde,6759,6759,19179,3402,13101,5774,46419,46381,33702808,4986,1757,4209,1981,3662,1116,0,6759,"28,6225505363178",286226,"0,156458677907061","-23,6156713718833","-46,623018853724"
296,296,Bororó,36,São Paulo,30,Grajaú,"5992,56",Bororé,1285,1285,4148,2107,1597,254,9045,8973,2629462,2046,634,1872,1037,248,0,0,1285,"4163,08984234754",41630898,"0,694709747144383","-23,8083202685552","-46,6636261547716"
234,234,Parque São Rafael,36,São Paulo,77,São Rafael,"742,33",Parque São Rafael,21512,21512,70826,15195,17140,7553,105669,105363,47120199,2190,665,2217,13788,6725,999,0,21512,"353,968798722029",3539688,"0,4768348291488","-23,6317444119456","-46,4462677453223"
235,235,Rodolfo Pirani,36,São Paulo,77,São Rafael,"566,04",Rodolfo Pirani,27246,27246,85409,10109,23823,18275,101225,101100,74635735,2739,874,2324,10925,14780,1541,0,27246,"103,12564268722",1031256,"0,182187906662462","-23,62351533189","-46,4641355607551"
51,51,Chácara Klabin,36,São Paulo,92,Vila Mariana,"97,57",Chácara Klabin,6123,6123,16085,2587,7165,4664,29960,29887,57683133,9421,3586,7500,1540,3196,973,414,6123,"21,4914170279385",214914,"0,220266649871256","-23,5900729346242","-46,6257909600874"
98,98,Vila Anastácio,36,São Paulo,48,Lapa,"164,66",Vila Anastácio,910,910,2452,839,8500,568,15802,15872,4034066,4433,1645,3000,440,392,71,7,910,"27,5339870718783",275340,"0,167217217732772","-23,5148489431476","-46,7168960680285"
233,233,Sítio Carrãozinho,36,São Paulo,32,Iguatemi,"323,28",Sítio Carrãozinho,20823,20823,67261,13232,16657,9994,94449,94544,62605776,3007,931,2202,12517,7311,526,468,20823,"79,7962953653652",797963,"0,246833380862921","-23,6043722995906","-46,4495896666609"
253,253,Tamanduateí,36,São Paulo,95,Vila Prudente,"112,99",Tamanduateí,1562,1562,5068,227,6955,574,13221,13139,3856671,2469,761,2200,1043,477,42,0,1562,"19,5066437315776",195066,"0,172640443681544","-23,5913308779449","-46,5878970061528"
199,199,Jardim Helena,36,São Paulo,43,Jardim Helena,"684,67",Jardim Helena,30922,31605,101750,22636,20669,20326,165444,163571,90359903,2859,888,2280,13263,16577,1765,0,31605,"122,629423765124",1226294,"0,179107341880211","-23,4831855451771","-46,4200594340583"
262,262,Teotônio Vilela,36,São Paulo,78,Sapopemba,"346,33",Teotônio Vilela,27256,27256,85182,10306,19292,12785,114372,114352,74231762,2724,871,2453,15360,11595,0,300,27256,"38,6138073827497",386138,"0,111494260915167","-23,5983835792937","-46,5072561447413"
15,15,Bresser,36,São Paulo,10,Brás,"76,98",Bresser,3148,3247,8427,162,14171,897,36167,36241,8881359,2735,1054,2500,2443,655,100,50,3247,"4,45557311639035",44556,"0,057879619594575","-23,5438776152559","-46,6112443876069"
237,237,Sacomã,36,São Paulo,33,Ipiranga,"90,34",Sacomã,3078,3078,8175,1104,11761,2143,48080,47304,14123840,4589,1728,4443,1367,1341,223,147,3078,"7,33337481607687",73334,"0,081175280231092","-23,596873516145","-46,6016719635716"
331,331,Jardim Cambará,36,São Paulo,66,Raposo Tavares,"480,2",Jardim Cambará,13529,13529,42177,7814,13167,8961,70202,70125,61667315,4558,1462,3213,6591,5364,1326,248,13529,"214,287597541865",2142876,"0,446246558812713","-23,5932002215662","-46,7724913187952"
202,202,Jardim Robru,36,São Paulo,86,Vila Curuçá,"449,19",Jardim Robru,24524,24524,77630,16090,11471,14011,95190,94266,67768723,2763,873,2500,12447,10676,730,671,24524,"56,509743496525",565097,"0,125803654347882","-23,5180377810931","-46,4143804089837"
204,204,Fábrica Bandeirantes,36,São Paulo,47,Lajeado,"615,33",Fábrica Bandeirantes,35694,36110,115079,25583,22880,15965,168827,167122,78147231,2164,679,1976,23195,10043,2872,0,36110,"79,8735036952857",798735,"0,129805963784125","-23,5354143778344","-46,4019849128366"
205,205,Fazenda Itaim,36,São Paulo,35,Itaim Paulista,"462,24",Fazenda Itaim,33135,33484,107393,19520,22273,16982,146698,146132,81028022,2420,754,2202,17768,14658,1058,0,33484,"63,3057461178559",633057,"0,136954279417307","-23,5116743730981","-46,3828148766943"
7,7,Luz,36,São Paulo,9,Bom Retiro,"154,6",Luz,6342,6342,18210,6873,35048,2401,93161,93681,26804909,4227,1472,3988,3750,2592,0,0,6342,"22,6103706866873",226104,"0,146250780638339","-23,5313475764724","-46,6346096657122"
172,172,Vila Esperança,36,São Paulo,60,Penha,"228,82",Vila Esperança,9253,9253,26788,6530,11408,6818,52567,51976,39658449,4286,1480,3213,3914,4014,1325,0,9253,"25,158588664371",251586,"0,109949255591168","-23,5239466177352","-46,5179642478151"
12,12,Pari,36,São Paulo,57,Pari,"140,16",Pari,4741,4741,14381,1928,21068,2085,46136,44924,16593524,3500,1154,2589,2954,1536,251,0,4741,"7,38555451844426",73856,"0,05269373942954","-23,5303433483713","-46,6174189983657"
320,320,Paraisópolis,36,São Paulo,85,Vila Andrade,"361,95",Paraisópolis,24784,24784,73861,12444,12102,7876,100266,99948,84015796,3390,1137,1976,18623,4929,863,369,24784,"171,068261738581",1710683,"0,472629539269461","-23,6196357847283","-46,7181640145729"
90,90,Pompéia,36,São Paulo,61,Perdizes,60,Pompéia,5667,5667,13232,2745,9741,5543,45063,45059,56718677,10009,4286,8000,1442,3156,948,121,5667,"8,28503703540992",82850,"0,138083950590165","-23,529966439172","-46,6873751450408"
85,85,Cardoso de Almeida,36,São Paulo,61,Perdizes,"63,39",Cardoso de Almeida,1837,1837,5033,2171,3259,2500,20367,20350,19442705,10584,3863,8493,197,951,574,115,1837,"20,2677683599571",202678,"0,319731319765847","-23,5408517891682","-46,6674816559159"
1,1,Sé,36,São Paulo,80,Sé,"57,1",Sé,1151,1151,3262,6363,71852,326,160503,160157,3757212,3264,1152,2884,833,318,0,0,1151,"7,69469801034454",76947,"0,13475828389395","-23,5488460810409","-46,6339228274289"
264,264,São Mateus,36,São Paulo,75,São Mateus,"427,59",São Mateus,21428,21902,66948,9921,21738,15695,108178,109373,70479006,3218,1053,3213,8855,9688,3359,0,21902,"41,8252761020505",418253,"0,097816310255269","-23,60641978785","-46,4821849296299"
267,267,Cidade Satélite,36,São Paulo,75,São Mateus,"300,48",Cidade Satélite,8159,8159,25209,9539,10250,5457,54660,54844,28827097,3533,1144,2900,3116,4878,39,126,8159,"70,0677537259679",700678,"0,23318608135639","-23,6080041729718","-46,4645008142343"
3,3,Praça João Mendes,36,São Paulo,80,Sé,"47,75",Praça João Mendes,7100,7100,17130,2399,18547,1166,62971,62503,27827235,3919,1624,3400,6018,943,139,0,7100,"4,84888430894881",48489,"0,101547315370656","-23,5540891389766","-46,6325942246288"
266,266,Rio Claro,36,São Paulo,75,São Mateus,"218,36",Rio Claro,6094,6094,18759,4008,6405,2256,22129,21986,15883178,2606,847,2708,3493,2026,575,0,6094,"80,1383084634621",801383,"0,367000863086014","-23,5902052485988","-46,4807047843747"
86,86,Zequinha de Abreu,36,São Paulo,61,Perdizes,"49,61",Zequinha de Abreu,1564,1564,3729,529,3903,1241,10328,10246,11963478,7649,3208,6000,546,847,147,24,1564,"15,4735428235791",154735,"0,311903705373496","-23,5456116375585","-46,6744422060479"
258,258,Parque São Lucas,36,São Paulo,74,São Lucas,"449,68",Parque São Lucas,23421,23988,69365,10680,15986,15628,94559,94003,64995064,2709,937,3044,9280,14141,567,0,23988,"56,4700296651602",564700,"0,125578254903843","-23,6039107139765","-46,5372880826053"
256,256,Linhas Corrente,36,São Paulo,74,São Lucas,"251,81",Linhas Corrente,10272,10272,29469,4469,9469,7053,43340,42531,28354427,2760,962,2453,3876,5897,499,0,10272,"25,1043539772435",251044,"0,099695619622904","-23,5887481128391","-46,5546112334913"
257,257,Vila Ema,36,São Paulo,74,São Lucas,"267,22",Vila Ema,15149,15149,44120,6081,8153,9655,60173,60096,47077511,3108,1067,2954,6836,6945,1368,0,15149,"23,8948474110987",238948,"0,089420131019754","-23,5844435989695","-46,5437510339027"
53,53,Santa Cruz,36,São Paulo,92,Vila Mariana,"108,52",Santa Cruz,5140,5140,13293,9056,23052,5271,65778,66981,35196373,6848,2648,6483,884,2667,1524,65,5140,"21,9900099842432",219900,"0,2026355509053","-23,5959966467803","-46,6303059025631"
224,224,Parque do Carmo,36,São Paulo,58,Parque do Carmo,"777,43",Parque do Carmo,0,0,0,4257,1818,0,12672,12683,0,0,0,0,0,0,0,0,0,"703,49144493426",7034914,"0,904893617347234","-23,5832896409028","-46,4665905023495"
46,46,Água Rasa,36,São Paulo,1,Água Rasa,"315,81",Água Rasa,12267,12883,36270,9682,16582,7619,71850,70873,54927686,4264,1514,3391,6670,5134,924,155,12883,"30,7065563271337",307066,"0,097231108347214","-23,5727453534944","-46,5649974700604"
54,54,Vila Clementino,36,São Paulo,92,Vila Mariana,"93,7",Vila Clementino,3902,3902,8715,4283,29725,2868,89898,91571,22957189,5883,2634,4689,1605,1882,360,55,3902,"16,7890976385687",167891,"0,179179270422291","-23,5964847205012","-46,6434820205388"
48,48,Regente Feijó,36,São Paulo,1,Água Rasa,"203,96",Regente Feijó,8524,8524,23924,5798,14867,6105,49161,48902,35954113,4218,1503,4000,3383,4202,859,80,8524,"18,4554612722478",184555,"0,090485689705079","-23,5577647175796","-46,575951501945"
310,310,Morro do Índio,36,São Paulo,42,Jardim Ângela,"114,64",Morro do Índio,9523,9523,28295,4385,8290,2459,28733,29144,20810861,2185,735,2000,7120,2403,0,0,9523,"12,1672456403975",121672,"0,106134382766901","-23,6842653388071","-46,7747833479515"
311,311,Jardim Ângela,36,São Paulo,42,Jardim Ângela,"463,77",Jardim Ângela,29658,29658,88536,24466,16565,11419,150206,152762,70636227,2382,798,2086,18391,11148,119,0,29658,"97,5656748114278",975657,"0,210375131663169","-23,6855808435737","-46,7613204416206"
156,156,Jaçanã,36,São Paulo,38,Jaçanã,"386,23",Jaçanã,14464,14464,43910,12216,17611,11083,88608,88273,48106897,3326,1096,3300,3914,10267,283,0,14464,"56,1797029727448",561797,"0,145456600918481","-23,4666371672774","-46,5788431879835"
157,157,Parque Edu Chaves,36,São Paulo,38,Jaçanã,"109,91",Parque Edu Chaves,6230,6230,19629,4884,6985,2576,34206,34594,22004878,3532,1121,3213,3484,2612,134,0,6230,"8,19564952560343",81956,"0,074566914071544","-23,4775310856357","-46,5650316444481"
188,188,Vila Jacuí,36,São Paulo,89,Vila Jacuí,"211,87",Vila Jacuí,10432,10432,31082,30034,8299,6965,76950,77160,28523895,2734,918,1987,4964,4677,241,549,10432,"23,3898196521764",233898,"0,110397034276568","-23,5064793457345","-46,4518152995092"
186,186,Pedro José Nunes,36,São Paulo,89,Vila Jacuí,"86,18",Pedro José Nunes,3860,4195,11747,2426,2654,2730,17714,17385,15482713,3690,1318,3000,1660,2298,238,0,4195,"23,4308661853858",234309,"0,27188287520754","-23,5030785214659","-46,461412392618"
111,111,São Domingos,36,São Paulo,73,São Domingos,"581,76",São Domingos,17781,17781,50923,8321,17727,12680,83425,84136,79700744,4482,1565,3300,7925,7319,2537,0,17781,"167,424954713374",1674250,"0,287790419955608","-23,4995471835801","-46,7387437676449"
56,56,Rodrigues Alves,36,São Paulo,92,Vila Mariana,"103,55",Rodrigues Alves,9697,9896,21617,9888,22143,5907,76853,77327,66725529,6743,3087,6000,4985,4048,863,0,9896,"14,6538125153213",146538,"0,141514365189003","-23,5823121328624","-46,6435595482194"
8,8,Bom Retiro,36,São Paulo,9,Bom Retiro,"143,01",Bom Retiro,3834,4111,12252,3280,15080,1748,40223,40170,13815270,3361,1128,2800,2642,1229,240,0,4111,"17,9968074179398",179968,"0,125842999915669","-23,5219374845042","-46,644787889236"
177,177,Parque Ecológico do Tietê,36,São Paulo,18,Cangaíba,"530,85",Parque Ecológico do Tietê,3023,3249,10184,538,1894,1260,14347,13932,7029017,2163,690,2152,2026,1155,68,0,3249,"339,026350694989",3390264,"0,638648112828461","-23,4919859578243","-46,5216329973523"
167,167,Tatuapé,36,São Paulo,82,Tatuapé,"156,88",Tatuapé,6493,6493,17440,8719,37493,6142,116962,118134,31144803,4797,1786,4443,1571,4059,645,218,6493,"16,0003214453853",160003,"0,101990830223006","-23,546303166601","-46,5737883394812"
175,175,Estação Eng. Goulart,36,São Paulo,18,Cangaíba,"193,33",Estação Eng. Goulart,9796,9796,31792,3691,10075,4999,60535,60150,29947763,3057,942,2589,5694,3318,784,0,9796,"21,5634182272519",215634,"0,111536844914146","-23,5031023539651","-46,5146524928642"
276,276,Jardim Bom Clima,36,São Paulo,37,Jabaquara,"445,92",Jardim Bom Clima,29889,30453,92605,12335,23391,19581,159942,160341,113760853,3736,1228,3213,13251,15264,1937,0,30453,"70,9469333879623",709469,"0,159102380220583","-23,6626012718048","-46,6435549603839"
176,176,Cangaíba,36,São Paulo,18,Cangaíba,"333,53",Cangaíba,15645,15645,46828,8936,18677,9847,58384,58503,53905988,3446,1151,3044,5855,9169,0,621,15645,"34,7963325828017",347963,"0,104327444556117","-23,5078118327402","-46,531537035313"
11,11,Bom Jardim,36,São Paulo,57,Pari,"49,85",Bom Jardim,932,932,2713,1471,3901,488,11403,11381,3239452,3476,1194,3000,442,469,0,21,932,"7,81364143809913",78136,"0,15674305793579","-23,5248390759914","-46,61103866567"
57,57,Paraíso,36,São Paulo,92,Vila Mariana,"96,28",Paraíso,10462,10462,24334,4745,45145,9245,110615,111326,79982748,7645,3287,6143,3059,5480,1827,96,10462,"16,5479963060671",165480,"0,1718736633368","-23,5741546871941","-46,6475216315017"
174,174,Rui Barbosa,36,São Paulo,18,Cangaíba,"271,23",Rui Barbosa,15839,16194,48886,14856,10106,8475,86239,86039,45029056,2781,921,2884,8214,7676,304,0,16194,"33,1994032046861",331994,"0,122403138313189","-23,5009121082338","-46,5030757121932"
114,114,Parque do Jaragué,36,São Paulo,41,Jaragué,"489,12",Parque do Jaraguá,0,0,0,0,211,0,239,239,0,0,0,0,0,0,0,0,0,"474,767944923243",4747679,"0,970657394756385","-23,462569440492","-46,7652448286245"
169,169,Parque São Jorge,36,São Paulo,82,Tatuapé,"252,07",Parque São Jorge,8157,8157,22460,44340,19028,8769,86022,87276,44423972,5446,1978,5224,2438,3444,1700,576,8157,"37,187151701795",371872,"0,147527082563554","-23,5310708064556","-46,5614734101978"
166,166,Gomes Cardim,36,São Paulo,82,Tatuapé,"243,24",Gomes Cardim,12310,12310,32876,22803,30353,10289,120136,119328,65122331,5290,1981,5299,2298,9229,486,297,12310,"27,2835468962151",272835,"0,112167188358063","-23,5459818150947","-46,5618074814219"
32,32,Consolação,36,São Paulo,26,Consolação,"57,23",Consolação,4590,4590,8556,15091,48237,2587,112133,112552,26142655,5696,3055,4949,2257,2068,265,0,4590,"9,45995738755394",94600,"0,165297176088659","-23,5545492975089","-46,6603061700507"
304,304,Jardim São Luís,36,São Paulo,45,Jardim São Luís,"408,45",Jardim São Luís,26276,26276,78638,23331,34830,14886,162940,164567,77522070,2950,986,2884,13767,10822,1109,579,26276,"52,7442115063156",527442,"0,129132602537191","-23,651067000203","-46,7448467768134"
107,107,Vila Leopoldina,36,São Paulo,90,Vila Leopoldina,"91,65",Vila Leopoldina,5816,5816,15213,9141,12845,6395,50269,50328,53590016,9214,3523,7624,618,4137,972,88,5816,"15,1868767038935",151869,"0,165705146796437","-23,526976404952","-46,7336275174792"
305,305,Centro Empresarial,36,São Paulo,45,Jardim São Luís,"675,29",Centro Empresarial,42922,44026,127291,30107,26283,20784,207592,206277,124999876,2839,982,2589,25106,17196,1527,197,44026,"158,924401681848",1589244,"0,23534244795843","-23,6629589188474","-46,7401242493387"
109,109,Vila Zatt,36,São Paulo,64,Pirituba,"1220,22",Vila Zatt,39388,39388,120118,23983,34385,25736,180626,182060,129524429,3288,1078,3044,15879,21027,2482,0,39388,"515,911419028616",5159114,"0,42280196934046","-23,4741764698857","-46,7291313046506"
306,306,Guarapiranga,36,São Paulo,45,Jardim São Luís,"1513,25",Guarapiranga,27655,28410,82209,12492,19288,8033,100713,100781,74519265,2623,906,2500,21880,5818,0,712,28410,"407,636655761962",4076367,"0,26937826252236","-23,6966990726618","-46,7376425319103"
92,92,Barra Funda,36,São Paulo,6,Barra Funda,"118,21",Barra Funda,107,107,324,1078,12925,77,31517,30813,540642,5053,1669,4689,41,55,11,0,107,"22,2336774469748",222337,"0,188086265518778","-23,5205158655985","-46,6628633344411"
71,71,Brooklin,36,São Paulo,34,Itaim Bibi,"234,25",Brooklin,11745,11745,28443,3257,20615,12439,66696,66382,85629625,7291,3011,6843,2305,6027,3413,0,11745,"51,4003907965795",514004,"0,219425360924566","-23,6090715908026","-46,6850719043425"
61,61,Mirandópolis,36,São Paulo,79,Saúde,"173,45",Mirandópolis,12065,12065,28100,13448,18735,10220,76081,76112,74799270,6200,2662,5224,4101,6101,1700,162,12065,"21,7866174368882",217866,"0,125607480178081","-23,6054402529385","-46,6430696767624"
36,36,Marechal Deodoro,36,São Paulo,70,Santa Cecília,"142,2",Marechal Deodoro,18909,19001,43094,11004,33133,11359,112648,112542,104784973,5515,2432,4443,8923,8555,1523,0,19001,"18,9588566474668",189589,"0,133325292879514","-23,5330278588342","-46,6566772893013"
