id,numerozona,nomezona,numeromuni,nomemunici,numdistrit,nomedistri,area_ha_2,nome,domicilios,familias,populacao,matriculas,empregos,automoveis,viagens_produzidas,viagens_atraidas,renda_total,renda_media_familiar,renda_per_capita,renda_mediana_familiar,nenhum_auto,1_auto,2_auto,3_ou_mais_auto,total_familias,area_arbor,area_arb_1,indicador_massa_arborea,centroid_lat,centroid_long
58,58,Bosque da Saúde,36,São Paulo,79,Saúde,"169,91",Bosque da Saúde,12094,12094,30779,3320,16428,12205,55639,55562,68460932,5661,2224,4500,2886,7129,1437,642,12094,"21,0158695142619",210159,"0,123688243860055","-23,6063697368703","-46,6319400567129"
129,129,Santana,36,São Paulo,71,Santana,"54,36",Santana,1769,1769,4596,3754,14458,1101,62381,62718,9006744,5091,1960,4700,816,807,146,0,1769,"3,14789929304863",31479,"0,057908375515979","-23,5015750494458","-46,6221768849011"
91,91,Santa Marina,36,São Paulo,6,Barra Funda,"295,36",Santa Marina,677,677,2350,18915,24396,351,61475,62315,2404840,3552,1023,2200,381,255,34,7,677,"56,1000022452561",561000,"0,189937710743689","-23,5172314024038","-46,6801295895137"
6,6,Santa Ifigênia,36,São Paulo,67,República,"82,93",Santa Ifigênia,9411,9411,21989,2039,38372,1445,109791,109351,25210175,2679,1146,2324,7999,1412,0,0,9411,"5,29284459156099",52928,"0,063823038605583","-23,5390700784062","-46,6386139323125"
5,5,República,36,São Paulo,67,República,"74,95",República,8050,8050,14956,1727,89487,1737,186220,187153,34199117,4248,2287,3500,6442,1562,0,45,8050,"10,739717905865",107397,"0,143291766589259","-23,5444004362924","-46,6429472955517"
60,60,Planalto Paulista,36,São Paulo,79,Saúde,"321,66",Planalto Paulista,8102,8316,22059,4252,15388,8597,69348,68318,60733141,7303,2753,5514,2431,4017,1579,289,8316,"69,8328654236061",698329,"0,217101490466972","-23,618192710062","-46,6498140461789"
245,245,São João Clímaco,36,São Paulo,69,Sacomã,"198,15",São João Clímaco,8652,8652,24591,1694,6731,4887,32796,33128,32940811,3807,1340,3000,4573,3382,698,0,8652,"33,663355517651",336634,"0,16988824384381","-23,6332360596422","-46,5887986858687"
201,201,Vila Curuçá,36,São Paulo,86,Vila Curuçá,"503,17",Vila Curuçá,23994,23994,74667,23127,16619,11507,139756,140876,67417871,2810,903,2834,13851,8561,1582,0,23994,"58,7970280582243",587970,"0,116853206785429","-23,5026502979834","-46,4168482967386"
244,244,Vila Heliópolis,36,São Paulo,69,Sacomã,"232,81",Vila Heliópolis,20262,22131,62304,3408,10433,9932,111032,110313,62428684,2821,1002,2200,14128,6300,1704,0,22131,"54,0157087251361",540157,"0,232016273893459","-23,6155320199138","-46,5887499469739"
247,247,Vila das Mercês,36,São Paulo,69,Sacomã,"468,94",Vila das Mercês,33838,33838,98763,17109,21051,19619,199361,200304,134008022,3960,1357,3400,17402,13178,3257,0,33838,"85,5774044161262",855774,"0,182491159671016","-23,6402689644745","-46,6058826182155"
18,18,Independência,36,São Paulo,14,Cambuci,"253,75",Independência,6592,6592,19240,3762,24090,3672,74507,73238,33426649,5071,1737,3778,3766,2172,545,109,6592,"28,4459858495624",284460,"0,112102407288916","-23,5605028675827","-46,6153769130133"
323,323,Parque Arariba,36,São Paulo,17,Campo Limpo,"346,59",Parque Arariba,21065,21612,62710,12215,10988,14417,96394,96128,85735953,3967,1367,3124,10778,7575,3258,0,21612,"92,6070310353597",926070,"0,267194757596468","-23,6423237738923","-46,7564401038155"
243,243,Moinho Velho,36,São Paulo,69,Sacomã,"347,41",Moinho Velho,16838,16838,44779,16802,20213,11320,93674,93649,64385350,3824,1438,3000,8056,6498,2283,0,16838,"34,1015313601136",341015,"0,098159325753759","-23,6170912992982","-46,6009249658349"
25,25,Treze de Maio,36,São Paulo,7,Bela Vista,"42,85",Treze de Maio,7996,7996,18401,4010,12142,2582,40630,40829,29020381,3629,1577,3044,5832,1804,360,0,7996,"4,63098666324476",46310,"0,108074367870356","-23,5551599274484","-46,6481892089681"
21,21,Aclimação,36,São Paulo,49,Liberdade,"113,62",Aclimação,7404,7404,18691,3860,9685,5517,44431,44318,43730165,5906,2340,6143,2913,3664,751,75,7404,"30,714396852973",307144,"0,270325619195326","-23,5729481348645","-46,6306677979383"
246,246,Anchieta,36,São Paulo,69,Sacomã,"217,08",Anchieta,10426,10426,29973,13017,7199,7880,46890,46925,40294030,3865,1344,3580,3671,5931,699,124,10426,"47,1537480314588",471537,"0,217218297546798","-23,6456234884016","-46,5955761329258"
329,329,Vila Sônia,36,São Paulo,96,Vila Sônia,"348,44",Vila Sônia,11903,11903,34406,8788,21336,10781,89906,90098,76470558,6424,2223,5000,4518,5074,1625,686,11903,"73,7132253093472",737132,"0,211552133249188","-23,5951873258821","-46,7308097795901"
313,313,Jardim Sônia Ingá,36,São Paulo,19,Capão Redondo,"105,38",Jardim Sônia Ingá,8080,8080,24266,8776,5067,4560,45307,45544,29161128,3609,1202,2733,4274,3079,528,199,8080,"13,0560881666266",130561,"0,123895313784652","-23,6739446040628","-46,7688435283275"
327,327,Portal do Morumbi,36,São Paulo,96,Vila Sônia,"151,43",Portal do Morumbi,6588,6588,19723,1141,6535,8048,31616,31760,58140556,8825,2948,7223,1985,2271,1469,863,6588,"65,6209477497799",656209,"0,433341793236346","-23,6092268899311","-46,7327486645075"
19,19,Cambuci,36,São Paulo,14,Cambuci,"140,43",Cambuci,7490,7490,20732,4590,16448,5235,57680,57903,39806787,5315,1920,4949,2753,3790,636,311,7490,"23,37653942785",233765,"0,166463999343801","-23,5712114179229","-46,6196847846237"
13,13,João Teodoro,36,São Paulo,10,Brás,"39,32",João Teodoro,423,423,1435,266,9281,103,25131,24562,1155117,2731,805,2550,316,107,0,0,423,"0,284535347716347",2845,"0,007236402536021","-23,5374697069632","-46,6215333897372"
328,328,Jardim Jussara,36,São Paulo,96,Vila Sônia,"231,55",Jardim Jussara,8183,8183,22657,6690,15235,10664,51627,53169,63869759,7805,2819,6143,1376,3883,2399,525,8183,"71,7181608676881",717182,"0,30973077463912","-23,6070587192635","-46,7445057926245"
330,330,Jardim Maria do Carmo,36,São Paulo,96,Vila Sônia,"277,55",Jardim Maria do Carmo,13529,13529,42282,4377,13889,9585,63434,63833,55807653,4125,1320,3391,5474,6865,1066,124,13529,"89,161475556057",891615,"0,321244732682605","-23,5927944936185","-46,748813108987"
20,20,Glicério,36,São Paulo,49,Liberdade,"108,02",Glicério,9042,9042,23063,3614,8159,6862,47083,46030,53798444,5950,2333,4800,3372,4699,905,66,9042,"15,6497144581311",156497,"0,14487793425413","-23,5640206684956","-46,6271846599851"
127,127,Freguesia do Ó,36,São Paulo,29,Freguesia do Ó,"485,85",Freguesia do Ó,18734,18734,53941,12872,19889,14962,128457,128145,79732344,4256,1478,4443,7472,8146,2869,247,18734,"69,9342427981175",699342,"0,143942045483416","-23,4973978863","-46,6965621559975"
23,23,Centro Cultural,36,São Paulo,49,Liberdade,"33,24",Centro Cultural,2553,2553,5332,33076,17915,1279,74016,73688,10538207,4128,1976,3580,1351,1155,47,0,2553,"5,58052151221173",55805,"0,167885725397465","-23,5673765314403","-46,639032681474"
336,336,Jardim Adalgiza,36,São Paulo,68,Rio Pequeno,"467,13",Jardim Adalgiza,14943,14943,45585,4163,10317,10310,60761,60524,53820888,3602,1181,2733,6051,7708,1185,0,14943,"158,557841354681",1585578,"0,339429797603838","-23,5681713944165","-46,7652489360586"
126,126,Itaberaba,36,São Paulo,29,Freguesia do Ó,"207,42",Itaberaba,11011,11011,34079,5963,12030,9404,71928,71873,43690654,3968,1282,2800,4046,5047,1610,308,11011,"21,3198602125194",213199,"0,102785942592418","-23,4821563662769","-46,685691581808"
148,148,Tremembé,36,São Paulo,83,Tremembé,"331,62",Tremembé,7809,7809,22869,6903,7836,4431,48887,48864,20046654,2567,877,2000,3922,3443,444,0,7809,"138,125870625215",1381259,"0,4165185170533","-23,4543394676668","-46,6237993608052"
149,149,Cantareira,36,São Paulo,83,Tremembé,"2886,45",Cantareira,0,0,0,0,68,0,428,428,0,0,0,0,0,0,0,0,0,"2721,05177070011",27210518,"0,942698390999362","-23,3994501870357","-46,5851589791339"
150,150,Jardim das Pedras,36,São Paulo,83,Tremembé,"1609,01",Jardim das Pedras,15291,15291,51558,7628,10269,6703,62178,63545,36754323,2404,713,2400,9794,4793,352,352,15291,"1096,28123895886",10962812,"0,681338984194543","-23,4217678098989","-46,5836172574703"
151,151,Jardim Guapira,36,São Paulo,83,Tremembé,"548,53",Jardim Guapira,33624,33624,109629,15201,21011,16770,179033,179178,93477957,2780,853,2454,18369,13616,1318,322,33624,"94,1695433075733",941695,"0,171676195117083","-23,4511988293951","-46,5895113061341"
22,22,Pires da Mota,36,São Paulo,49,Liberdade,"50,03",Pires da Mota,5996,5996,13623,4513,8425,3263,37043,37239,32541950,5427,2389,4000,3174,2542,171,109,5996,"6,18581938564364",61858,"0,123642202391438","-23,5675871035997","-46,6353996331055"
14,14,Oriente,36,São Paulo,10,Brás,"69,88",Oriente,1104,1104,3337,1959,27939,329,66496,66780,3254031,2947,975,2733,773,331,0,0,1104,"1,9139950504535",19140,"0,027389740275522","-23,5380895812794","-46,6140823534118"
24,24,Liberdade,36,São Paulo,49,Liberdade,"59,49",Liberdade,5364,5364,11423,53168,17996,1659,89698,89534,19459948,3628,1704,3213,3667,1625,72,0,5364,"6,56741606141128",65674,"0,110395294358905","-23,5597848289727","-46,6352853829368"
339,339,Cidade Universitária,36,São Paulo,12,Butantã,"584,56",Cidade Universitária,0,0,0,54277,26885,0,89704,89645,0,0,0,0,0,0,0,0,0,"336,415086302092",3364151,"0,57550137933162","-23,5621338481285","-46,7274483112428"
16,16,Brás,36,São Paulo,10,Brás,"109,08",Brás,4589,4589,12117,3420,18484,2246,48647,48197,14719349,3208,1215,3044,2433,2082,74,0,4589,"11,3325759293448",113326,"0,103892335252519","-23,5499994540145","-46,6188290491201"
303,303,Vila Miranda,36,São Paulo,72,Santo Amaro,"271,15",Vila Miranda,3681,3681,10325,50942,28697,2825,131372,131886,17215679,4677,1667,4000,1426,1623,631,0,3681,"59,1333716782618",591334,"0,218083613049094","-23,6530361878197","-46,7151978055394"
342,342,Jardim Bonfiglioli,36,São Paulo,12,Butantã,"319,97",Jardim Bonfiglioli,12797,12797,35707,5298,14867,10932,69660,69710,73464631,5741,2057,5500,3921,6873,1714,289,12797,"83,0338851277538",830339,"0,259505219638572","-23,5798234550574","-46,7372514860784"
128,128,Carandiru,36,São Paulo,71,Santana,"38,03",Carandiru,674,674,1794,3438,13692,420,35899,35757,3701066,5491,2063,4500,288,362,25,0,674,"2,11667698833695",21167,"0,055658085415118","-23,5073684993917","-46,6260083196126"
26,26,Bexiga,36,São Paulo,7,Bela Vista,"51,76",Bexiga,6375,6494,14281,8564,13420,2564,54508,54681,28488739,4387,1995,4209,4115,2205,174,0,6494,"5,95125193276212",59513,"0,114977819411942","-23,5582825643751","-46,642180688397"
17,17,Gasômetro,36,São Paulo,10,Brás,"69,35",Gasômetro,2411,2430,6980,5504,9361,597,31625,31507,7399420,3045,1060,3000,1801,629,0,0,2430,"2,37849889850432",23785,"0,034297028096674","-23,5425745077057","-46,6235443674088"
293,293,Grajaú,36,São Paulo,30,Grajaú,"540,7",Grajaú,27744,28086,86031,20206,27179,16369,146103,145393,79095303,2816,919,2202,12716,13910,1461,0,28086,"100,591216777841",1005912,"0,186038869572482","-23,7419649328542","-46,6884814134446"
27,27,Bela Vista,36,São Paulo,7,Bela Vista,"93,8",Bela Vista,7636,7636,17536,12922,44855,6620,117797,120315,59604484,7806,3399,6000,2665,3527,1347,97,7636,"21,2100587866356",212101,"0,226120029708268","-23,5655537280028","-46,644664591271"
29,29,Masp,36,São Paulo,7,Bela Vista,"57,27",Masp,7089,7089,13251,4904,45411,2916,94938,94788,42453060,5989,3204,4949,4644,1948,497,0,7089,"13,0638675921424",130639,"0,228110137805875","-23,5583525558583","-46,6540933187481"
292,292,Vila Natal,36,São Paulo,30,Grajaú,"415,09",Vila Natal,20493,20493,65633,13900,10647,9126,100460,98255,52519630,2563,800,2000,10568,9619,306,0,20493,"98,2749244581901",982749,"0,236755702277073","-23,7620570993999","-46,7034304354513"
31,31,Vila Buarque,36,São Paulo,26,Consolação,"89,58",Vila Buarque,11259,11259,20034,37088,27102,5014,119032,119388,50023393,4443,2497,3800,6802,4127,204,126,11259,"19,4146661411721",194147,"0,216729918968208","-23,548709133036","-46,651811265356"
294,294,Cocaia,36,São Paulo,30,Grajaú,"1093,33",Cocaia,35333,35333,113477,27666,15060,8700,170092,170081,81756371,2314,720,2202,26626,8707,0,0,35333,"197,253672465969",1972537,"0,180415494375869","-23,7439926945344","-46,6622092249807"
73,73,Berrini,36,São Paulo,34,Itaim Bibi,"197,39",Berrini,3768,3768,8758,920,97733,2820,181295,181206,31047343,8240,3545,5968,1479,1937,239,114,3768,"38,2628046227002",382628,"0,193843683178987","-23,6012564700416","-46,6921689652867"
33,33,Pacaembu,36,São Paulo,26,Consolação,"90,45",Pacaembu,587,587,1839,541,3126,865,6929,6927,6887275,11733,3745,11000,90,229,199,70,587,"35,3736637482472",353737,"0,391085281904336","-23,5506830231036","-46,6687300246167"
38,38,Catumbi,36,São Paulo,8,Belém,"81,44",Catumbi,1074,1095,3786,2263,5130,747,12175,12154,5112687,4667,1350,4000,537,408,129,21,1095,"9,61337231490349",96134,"0,118042390900092","-23,5286519288878","-46,6039991216792"
138,138,Limão,36,São Paulo,50,Limão,"171,8",Limão,2395,2440,7855,1290,12057,1466,33392,34557,8050503,3299,1025,2700,1120,1207,113,0,2440,"21,2610102349204",212610,"0,123754425115951","-23,5083246633357","-46,6786470632313"
72,72,Vila Cordeiro,36,São Paulo,34,Itaim Bibi,"176,69",Vila Cordeiro,3919,3919,10092,9615,24450,3856,60937,61040,28963370,7391,2870,7223,804,2662,251,201,3919,"36,8683817857848",368684,"0,208661394452345","-23,6194747361023","-46,6922272304653"
34,34,FAAP,36,São Paulo,26,Consolação,"74,45",FAAP,3191,3191,7556,5443,9965,3655,31857,32883,40305292,12631,5334,9000,655,1691,709,136,3191,"23,3398775235698",233399,"0,31349734752948","-23,5443828317456","-46,6627340882671"
312,312,Capão Redondo,36,São Paulo,19,Capão Redondo,"219,39",Capão Redondo,13118,13118,38307,19056,14728,9331,93983,93332,50532505,3852,1319,2950,6879,4130,1523,586,13118,"29,0383703729524",290384,"0,132359589648354","-23,6598244041303","-46,762511495115"
43,43,Mooca,36,São Paulo,54,Mooca,"271,79",Mooca,10102,10102,27958,37812,23692,8922,109332,110112,54218691,5367,1939,5000,2782,5301,1883,136,10102,"35,9987504027149",359988,"0,132450606728411","-23,5509000517644","-46,5976633139208"
208,208,Vila Califórnia,36,São Paulo,20,Carrão,"340,04",Vila Califórnia,14706,14706,42519,9758,28842,11270,99972,100492,53627618,3647,1261,3213,5843,6935,1704,224,14706,"26,5591074443502",265591,"0,078105832973621","-23,5452618312458","-46,547556458675"
50,50,Jardim da Glória,36,São Paulo,92,Vila Mariana,"88,43",Jardim da Glória,3276,3276,8896,1651,1845,3574,16802,16889,16486346,5032,1853,4209,525,2076,606,68,3276,"12,6685655802321",126686,"0,14326094741866","-23,5824480589787","-46,6212486061987"
209,209,Vila Carrão,36,São Paulo,20,Carrão,"440,28",Vila Carrão,14211,14211,42192,9824,12920,12758,81109,80743,52093948,3666,1235,3044,4271,7753,1845,342,14211,"65,1186481124384",651186,"0,147902807559822","-23,5557127255678","-46,5313087156398"
338,338,Jaguaré,36,São Paulo,40,Jaguaré,"430,44",Jaguaré,10529,10529,31544,6387,21707,5196,71443,71115,38847835,3690,1232,2600,6078,3726,725,0,10529,"97,8140616867073",978141,"0,227242035328286","-23,5414533924445","-46,7465270435802"
74,74,Campinas,36,São Paulo,44,Jardim Paulista,"49,08",Campinas,6131,6131,12765,3250,36233,5494,76617,76247,56490863,9214,4425,7624,1581,3429,833,288,6131,"7,86971463868261",78697,"0,160344634039988","-23,5664857747225","-46,65412767747"
65,65,Vila Helena,36,São Paulo,53,Moema,"104,82",Vila Helena,11980,11980,26860,9630,17556,15423,68331,68562,102874682,8587,3830,7624,1498,6290,3794,399,11980,"23,1320797624967",231321,"0,220683836696209","-23,5997544663079","-46,6685081415454"
337,337,Parque Continental,36,São Paulo,40,Jaguaré,"226,38",Parque Continental,8657,8657,22537,6371,15255,7465,52312,52854,45592587,5267,2023,3988,2824,4106,1728,0,8657,"58,3270121112463",583270,"0,257650906048442","-23,5481890922311","-46,7529170897134"
39,39,Belém,36,São Paulo,8,Belém,"160,71",Belém,3087,3087,9357,3216,8952,2039,27108,25582,13688674,4434,1463,3580,1335,1510,241,0,3087,"52,492401887703",524924,"0,326628099606142","-23,5326512489416","-46,5930484265561"
139,139,Jardim Primavera,36,São Paulo,50,Limão,"192,75",Jardim Primavera,8140,8140,24309,6250,14168,4938,62094,63023,29712701,3650,1222,3000,3672,4109,359,0,8140,"20,0116701528325",200117,"0,103821894437523","-23,4934779281148","-46,680433142512"
66,66,Bandeirantes,36,São Paulo,53,Moema,"133,42",Bandeirantes,4813,4813,10923,3581,22527,5858,59938,60912,41017462,8522,3755,6143,649,2800,1216,149,4813,"22,3532970416243",223533,"0,167540826275104","-23,610339071984","-46,6685049371985"
140,140,Vila Santa Maria,36,São Paulo,50,Limão,"277,94",Vila Santa Maria,15199,15199,47391,11154,16237,8582,90857,89826,50650792,3333,1069,3000,7220,7477,502,0,15199,"27,192702858195",271927,"0,09783659371877","-23,4938581018961","-46,6709755609796"
79,79,Trianon,36,São Paulo,44,Jardim Paulista,"59,81",Trianon,5110,5110,10690,5602,46194,4587,125391,125692,39828100,7794,3726,6500,1727,2291,1026,66,5110,"13,3373457913935",133373,"0,222995248142342","-23,5602851962997","-46,6617077268958"
219,219,Cidade Líder,36,São Paulo,24,Cidade Líder,"347,51",Cidade Líder,17615,17615,54475,8181,17175,10041,92558,92677,49844894,2830,915,2400,9229,7132,1079,175,17615,"44,4249319678883",444249,"0,127837852055735","-23,5562750746567","-46,5000026436723"
75,75,Pamplona,36,São Paulo,44,Jardim Paulista,"51,34",Pamplona,6836,6836,14277,1979,12564,7612,42750,42545,65987936,9653,4622,7624,1545,3418,1637,236,6836,"7,21875893648289",72188,"0,140606913449219","-23,5700752293836","-46,6576576841461"
220,220,Santa Marcelina,36,São Paulo,24,Cidade Líder,"265,94",Santa Marcelina,11001,11728,34510,7238,10732,9290,63230,63154,39375439,3358,1141,2624,5289,4723,987,728,11728,"44,4687096293849",444687,"0,167213317400109","-23,5576427893708","-46,4748160809111"
35,35,Santa Cecília,36,São Paulo,70,Santa Cecília,"144,09",Santa Cecília,19105,19105,40032,8462,35793,6481,114335,112257,74485828,3899,1861,3044,13621,4634,850,0,19105,"15,0723335744191",150723,"0,104603605902","-23,5354570155499","-46,6479596945381"
221,221,Parque Savoy,36,São Paulo,24,Cidade Líder,"444,75",Parque Savoy,14154,14154,44416,10126,17769,10192,89533,90184,57512523,4063,1295,3213,5176,8321,328,328,14154,"136,754115572658",1367541,"0,307485363850832","-23,5691716097","-46,4941895214027"
84,84,PUC,36,São Paulo,61,Perdizes,"73,32",PUC,7094,7094,16557,9527,12763,6905,54588,54705,71703865,10108,4331,8493,1778,3978,1079,259,7094,"12,0252758572477",120253,"0,164010854572391","-23,5361813997637","-46,671416592828"
120,120,Vista Alegre,36,São Paulo,11,Brasilândia,"742,47",Vista Alegre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"726,882681209282",7268827,"0,97900612982246","-23,4316426449682","-46,6857583986985"
80,80,Jardim Paulistano,36,São Paulo,63,Pinheiros,"98,98",Jardim Paulistano,9193,9193,19691,3522,27553,6524,80848,81175,56301434,6124,2859,4689,4127,3882,1029,155,9193,"12,8421884856192",128422,"0,129745286781362","-23,5635156766506","-46,685390944133"
123,123,Vila Terezinha,36,São Paulo,11,Brasilândia,"250,78",Vila Terezinha,22608,23423,73066,12035,9608,7814,84918,84004,56095409,2395,768,2324,16406,6477,0,539,23423,"15,7948255661685",157948,"0,062982795941337","-23,4637080068106","-46,6901805033916"
82,82,Pinheiros,36,São Paulo,63,Pinheiros,"202,58",Pinheiros,4937,4937,11262,12715,75074,3252,163842,164357,23241015,4708,2064,4209,2006,2597,273,61,4937,"37,6615802211965",376616,"0,185909666409303","-23,5671982144677","-46,6965977141693"
42,42,Celso Garcia,36,São Paulo,8,Belém,"63,89",Celso Garcia,1537,1537,5328,385,8745,431,29355,29252,5933453,3860,1114,2900,1116,421,0,0,1537,"3,21792723421035",32179,"0,050366680767105","-23,5355178737322","-46,6059569200845"
37,37,Rudge,36,São Paulo,70,Santa Cecília,"84,73",Rudge,1525,1525,4607,2544,19020,1119,33774,33551,8495747,5571,1844,5000,507,942,76,0,1525,"10,7558871594473",107559,"0,126943079894338","-23,5237977022895","-46,6544229376942"
93,93,Francisco Matarazzo,36,São Paulo,6,Barra Funda,"105,13",Francisco Matarazzo,3844,3844,9032,56838,30495,2946,119917,118685,24737342,6435,2739,4908,1538,1772,449,85,3844,"20,9126448658699",209126,"0,198921762255017","-23,529725610245","-46,6663906300285"
40,40,Quarta Parada,36,São Paulo,8,Belém,"127,4",Quarta Parada,2593,2593,7878,5999,17654,1381,42266,42954,9397374,3624,1193,3000,1319,1139,135,0,2593,"15,3062771292701",153063,"0,12014346255314","-23,5466423922469","-46,5852303254012"
44,44,Alto da Mooca,36,São Paulo,54,Mooca,"141,65",Alto da Mooca,6583,6583,18350,4064,18042,4607,60317,61151,34154471,5188,1861,4100,2353,3866,364,0,6583,"10,6725295098374",106725,"0,075344366465495","-23,5655239883264","-46,5900111212069"
49,49,Ana Rosa,36,São Paulo,92,Vila Mariana,"94,46",Ana Rosa,5876,5876,13386,6182,20009,3929,60199,60827,35963758,6120,2687,4600,2659,2464,752,0,5876,"24,1508188470803",241508,"0,255672441743386","-23,5789121963436","-46,6346260159157"
105,105,Vila Hamburguesa,36,São Paulo,90,Vila Leopoldina,"149,18",Vila Hamburguesa,5319,5319,14439,6369,16513,6959,47705,48599,41886229,7875,2901,6843,378,3468,1325,148,5319,"26,8707485215124",268707,"0,180122995854085","-23,5332674916784","-46,7265767789906"
45,45,Parque da Mooca,36,São Paulo,54,Mooca,"381,42",Parque da Mooca,11979,11979,33271,5703,33482,12166,98720,97369,59888652,4999,1800,4860,3630,4600,3315,433,11979,"53,007024900294",530070,"0,138972851188438","-23,5673149289769","-46,5977792005395"
47,47,Vila Bertioga,36,São Paulo,1,Água Rasa,"195,28",Vila Bertioga,8194,8194,23003,2050,11977,9052,43442,43355,36475656,4452,1586,3500,2277,3824,1256,837,8194,"18,8202715808997",188203,"0,096375827431891","-23,5668496639208","-46,5786934118948"
62,62,Parque Ibirapuera,36,São Paulo,53,Moema,"283,7",Parque Ibirapuera,1993,1993,4565,652,19995,2086,48737,48606,14401170,7226,3155,6592,321,1205,403,64,1993,"140,25933787616",1402593,"0,494393154304405","-23,584578269044","-46,6564158991687"
64,64,Moema,36,São Paulo,53,Moema,"175,13",Moema,14875,14875,33386,3990,41272,15218,104606,106168,117341373,7888,3515,6483,3110,8249,3245,270,14875,"37,9289899610278",379290,"0,216576200314211","-23,605746483177","-46,6590929714091"
76,76,Jardins,36,São Paulo,44,Jardim Paulista,"237,7",Jardins,4291,4291,10908,1218,23679,5685,50711,50644,47487904,11067,4353,8047,609,2333,955,394,4291,"85,6059704428629",856060,"0,360142913095763","-23,5729511420832","-46,6680205352827"
78,78,Oscar Freire,36,São Paulo,44,Jardim Paulista,"100,01",Oscar Freire,9508,9508,20776,457,24932,7501,58220,58334,62523454,6576,3009,6361,2743,5561,1204,0,9508,"18,6964140193789",186964,"0,186945445649224","-23,5639776285122","-46,666703726576"
81,81,Jardim Europa,36,São Paulo,63,Pinheiros,"308,02",Jardim Europa,4839,4839,12650,697,41641,6976,87421,87756,61141786,12635,4833,10541,582,2106,1792,358,4839,"120,531372302571",1205314,"0,391310214604802","-23,5755444519197","-46,684368505126"
83,83,Vila Madalena,36,São Paulo,63,Pinheiros,"219,31",Vila Madalena,9703,9703,22275,5506,27801,8227,90156,90207,73973907,7624,3321,6143,3266,5017,1209,210,9703,"60,0014161851406",600014,"0,273591793284121","-23,5540896802645","-46,6888210483442"
88,88,Perdizes,36,São Paulo,61,Perdizes,"168,45",Perdizes,18965,18965,45356,5280,24113,15820,103953,104612,145167501,7654,3201,6843,6120,10055,2682,108,18965,"28,7705728084177",287706,"0,170795920501144","-23,5352734222647","-46,6809358486138"
89,89,Vila Anglo Brasileira,36,São Paulo,61,Perdizes,"79,12",Vila Anglo Brasileira,5505,5505,13993,660,5442,5443,20619,20846,40201894,7303,2873,5224,1554,2721,1090,140,5505,"10,7499686739271",107500,"0,135869169286237","-23,5388109927544","-46,693584700142"
95,95,Vila Beatriz,36,São Paulo,2,Alto de Pinheiros,"183,66",Vila Beatriz,6941,6941,17657,3871,9649,7406,42510,42411,51525371,7423,2918,5820,1543,3920,1117,362,6941,"54,7783667662992",547784,"0,29825964699063","-23,5473302285367","-46,7004538971429"
96,96,Alto de Pinheiros,36,São Paulo,2,Alto de Pinheiros,"253,17",Alto de Pinheiros,2370,2370,7211,3765,11979,3355,33927,33761,28016974,11822,3885,8493,228,1169,842,131,2370,"103,815045678119",1038150,"0,410060614125366","-23,5525899228599","-46,7090288806461"
99,99,Lapa de Baixo,36,São Paulo,48,Lapa,"242,69",Lapa de Baixo,3023,3174,8120,1790,22936,2429,43636,43479,15283624,4815,1882,3790,1197,1461,516,0,3174,"38,2848872022992",382849,"0,157752223834106","-23,5140135836831","-46,7002806260707"
100,100,Lapa,36,São Paulo,48,Lapa,"225,22",Lapa,7394,7394,19354,17373,40417,5698,149671,149661,50817249,6873,2626,4689,2876,3586,697,235,7394,"23,4628402546949",234628,"0,104177427647167","-23,5236296449025","-46,6997069206129"
101,101,Vila Ipojuca,36,São Paulo,48,Lapa,"168,47",Vila Ipojuca,8354,8354,21858,3688,10991,6746,47543,46915,62553148,7488,2862,7000,3103,3784,1360,108,8354,"31,6741532409702",316742,"0,188010644274768","-23,5335395524081","-46,7000772467291"
102,102,Alto da Lapa,36,São Paulo,48,Lapa,"159,95",Alto da Lapa,4763,4805,12643,3137,8176,6115,31747,32175,35297260,7346,2792,5820,534,2724,1335,212,4805,"47,3938455572624",473938,"0,296304129773444","-23,5306048701377","-46,7130680890165"
110,110,Pirituba,36,São Paulo,64,Pirituba,"488,92",Pirituba,18164,18164,50451,10863,17121,11395,90592,91545,75219430,4141,1491,4084,8427,8406,903,429,18164,"121,136735396929",1211367,"0,247763919244312","-23,497409060448","-46,7186666136828"
130,130,Zaki Narchi,36,São Paulo,71,Santana,"71,32",Zaki Narchi,909,909,3274,934,3859,258,9669,9662,2542685,2797,777,2202,681,212,8,8,909,"26,4667020081918",264667,"0,371097896918","-23,5070622113749","-46,6197695404592"
113,113,Vila Jaguara,36,São Paulo,39,Jaguara,"454,34",Vila Jaguara,8078,8078,24154,7036,18372,7529,57544,57575,31872352,3946,1320,3391,2356,4085,1637,0,8078,"99,2624694707692",992625,"0,218476184070892","-23,5110352779835","-46,7471584890118"
117,117,Parque Morro Doce,36,São Paulo,3,Anhanguera,"1527,16",Parque Morro Doce,21235,21514,64095,12209,16538,11299,59858,60161,54577629,2537,852,2436,10398,10051,1064,0,21514,"1082,4928298166",10824928,"0,708827385353599","-23,4376430251917","-46,8015061831217"
118,118,Anhanguera,36,São Paulo,3,Anhanguera,"1812,79",Anhanguera,5392,5392,16752,3387,4007,4078,21676,22055,16371010,3036,977,3000,2200,2550,509,133,5392,"1622,09174161352",16220917,"0,894803999146904","-23,4242495087556","-46,7858772844178"
